kappa,Fx_dry_N,Fx_wet_N,Fx_snow_N
-0.564,-3809.79854710501,-2799.13707981291,-1037.69987479808
-0.563,-3810.21444512262,-2799.1152363272,-1037.472050553
-0.562,-3810.63083842334,-2799.0930617717,-1037.24333661059
-0.561,-3811.04772891728,-2799.07055368684,-1037.0137277389
-0.56,-3811.46511852216,-2799.04770958958,-1036.78321866703
-0.559,-3811.88300916327,-2799.02452697322,-1036.5518040848
-0.558,-3812.30140277353,-2799.00100330708,-1036.31947864241
-0.557,-3812.72030129347,-2798.97713603627,-1036.08623695009
-0.556,-3813.13970667122,-2798.9529225814,-1035.85207357774
-0.555,-3813.55962086253,-2798.9283603383,-1035.61698305455
-0.554,-3813.98004583079,-2798.90344667771,-1035.38095986869
-0.553,-3814.40098354698,-2798.87817894505,-1035.14399846691
-0.552,-3814.8224359897,-2798.85255446011,-1034.90609325417
-0.551,-3815.2444051452,-2798.82657051674,-1034.66723859328
-0.55,-3815.66689300731,-2798.80022438255,-1034.42742880453
-0.549,-3816.08990157749,-2798.77351329865,-1034.18665816531
-0.548,-3816.51343286482,-2798.7464344793,-1033.94492090969
-0.547,-3816.93748888598,-2798.71898511162,-1033.7022112281
-0.546,-3817.36207166524,-2798.69116235531,-1033.45852326687
-0.545,-3817.78718323449,-2798.66296334225,-1033.21385112788
-0.544,-3818.21282563319,-2798.63438517628,-1032.96818886815
-0.543,-3818.63900090839,-2798.60542493278,-1032.72153049943
-0.542,-3819.0657111147,-2798.57607965842,-1032.47386998781
-0.541,-3819.49295831433,-2798.54634637078,-1032.22520125327
-0.54,-3819.92074457698,-2798.51622205801,-1031.97551816932
-0.539,-3820.34907197995,-2798.48570367851,-1031.72481456254
-0.538,-3820.77794260802,-2798.45478816058,-1031.47308421215
-0.537,-3821.20735855351,-2798.42347240205,-1031.22032084962
-0.536,-3821.63732191622,-2798.39175326993,-1030.96651815823
-0.535,-3822.06783480343,-2798.35962760006,-1030.71166977258
-0.534,-3822.49889932988,-2798.32709219673,-1030.45576927821
-0.533,-3822.93051761776,-2798.29414383231,-1030.19881021115
-0.532,-3823.36269179667,-2798.26077924688,-1029.94078605742
-0.531,-3823.7954240036,-2798.22699514784,-1029.68169025262
-0.53,-3824.22871638294,-2798.19278820954,-1029.42151618146
-0.529,-3824.66257108639,-2798.15815507285,-1029.16025717728
-0.528,-3825.09699027302,-2798.12309234481,-1028.89790652161
-0.527,-3825.53197610914,-2798.08759659818,-1028.63445744365
-0.526,-3825.96753076838,-2798.0516643711,-1028.36990311986
-0.525,-3826.40365643156,-2798.01529216658,-1028.1042366734
-0.524,-3826.84035528672,-2797.97847645216,-1027.83745117369
-0.523,-3827.27762952908,-2797.94121365945,-1027.5695396359
-0.522,-3827.71548136096,-2797.90350018371,-1027.30049502046
-0.521,-3828.1539129918,-2797.8653323834,-1027.03031023252
-0.52,-3828.59292663808,-2797.82670657973,-1026.75897812151
-0.519,-3829.0325245233,-2797.78761905626,-1026.48649148056
-0.518,-3829.47270887793,-2797.74806605838,-1026.212843046
-0.517,-3829.91348193935,-2797.70804379288,-1025.93802549685
-0.516,-3830.35484595184,-2797.66754842748,-1025.66203145427
-0.515,-3830.7968031665,-2797.62657609036,-1025.38485348104
-0.514,-3831.2393558412,-2797.58512286965,-1025.106484081
-0.513,-3831.68250624054,-2797.54318481299,-1024.8269156985
-0.512,-3832.12625663579,-2797.50075792697,-1024.54614071789
-0.511,-3832.57060930484,-2797.4578381767,-1024.26415146289
-0.51,-3833.01556653212,-2797.41442148524,-1023.98094019608
-0.509,-3833.46113060857,-2797.37050373312,-1023.69649911832
-0.508,-3833.90730383153,-2797.3260807578,-1023.41082036815
-0.507,-3834.35408850471,-2797.28114835315,-1023.12389602123
-0.506,-3834.80148693814,-2797.23570226888,-1022.83571808974
-0.505,-3835.24950144802,-2797.18973821004,-1022.54627852178
-0.504,-3835.69813435673,-2797.14325183645,-1022.25556920079
-0.503,-3836.14738799271,-2797.09623876209,-1021.96358194492
-0.502,-3836.59726469038,-2797.04869455463,-1021.67030850643
-0.501,-3837.04776679009,-2797.00061473473,-1021.37574057104
-0.5,-3837.49889663798,-2796.95199477556,-1021.07986975736
-0.499,-3837.95065658596,-2796.90283010214,-1020.78268761619
-0.498,-3838.40304899154,-2796.85311609077,-1020.48418562994
-0.497,-3838.85607621782,-2796.8028480684,-1020.18435521194
-0.496,-3839.30974063332,-2796.75202131199,-1019.88318770579
-0.495,-3839.76404461194,-2796.70063104795,-1019.58067438473
-0.494,-3840.2189905328,-2796.64867245141,-1019.27680645093
-0.493,-3840.67458078019,-2796.59614064563,-1018.97157503486
-0.492,-3841.1308177434,-2796.54303070135,-1018.66497119457
-0.491,-3841.58770381666,-2796.48933763607,-1018.35698591501
-0.49,-3842.04524139899,-2796.43505641341,-1018.04761010735
-0.489,-3842.50343289409,-2796.38018194243,-1017.73683460826
-0.488,-3842.96228071022,-2796.32470907689,-1017.4246501792
-0.487,-3843.42178726006,-2796.26863261461,-1017.11104750571
-0.486,-3843.88195496059,-2796.21194729669,-1016.79601719667
-0.485,-3844.34278623293,-2796.15464780679,-1016.47954978358
-0.484,-3844.80428350224,-2796.09672877044,-1016.1616357198
-0.483,-3845.26644919753,-2796.03818475424,-1015.84226537982
-0.482,-3845.72928575154,-2795.9790102651,-1015.52142905849
-0.481,-3846.19279560059,-2795.9191997495,-1015.19911697026
-0.48,-3846.65698118439,-2795.85874759269,-1014.87531924839
-0.479,-3847.12184494593,-2795.79764811788,-1014.5500259442
-0.478,-3847.58738933124,-2795.73589558546,-1014.22322702624
-0.477,-3848.0536167893,-2795.67348419215,-1013.89491237951
-0.476,-3848.52052977179,-2795.6104080702,-1013.56507180467
-0.475,-3848.98813073296,-2795.54666128651,-1013.23369501719
-0.474,-3849.45642212941,-2795.48223784181,-1012.90077164654
-0.473,-3849.92540641992,-2795.41713166977,-1012.56629123536
-0.472,-3850.39508606524,-2795.35133663611,-1012.23024323861
-0.471,-3850.86546352789,-2795.28484653774,-1011.89261702273
-0.47,-3851.33654127195,-2795.21765510178,-1011.55340186476
-0.469,-3851.80832176284,-2795.14975598472,-1011.21258695148
-0.468,-3852.28080746711,-2795.08114277143,-1010.87016137854
-0.467,-3852.75400085219,-2795.01180897422,-1010.52611414954
-0.466,-3853.22790438621,-2794.94174803188,-1010.18043417519
-0.465,-3853.70252053769,-2794.87095330867,-1009.83311027232
-0.464,-3854.17785177535,-2794.79941809339,-1009.48413116304
-0.463,-3854.65390056782,-2794.72713559828,-1009.13348547376
-0.462,-3855.1306693834,-2794.65409895807,-1008.78116173427
-0.461,-3855.6081606898,-2794.5803012289,-1008.42714837681
-0.46,-3856.08637695385,-2794.50573538725,-1008.07143373508
-0.459,-3856.56532064122,-2794.43039432891,-1007.71400604329
-0.458,-3857.04499421615,-2794.35427086784,-1007.35485343518
-0.457,-3857.52540014112,-2794.27735773509,-1006.99396394302
-0.456,-3858.00654087659,-2794.19964757765,-1006.63132549661
-0.455,-3858.48841888064,-2794.12113295735,-1006.26692592232
-0.454,-3858.9710366087,-2794.04180634963,-1005.90075294196
-0.453,-3859.45439651319,-2793.96166014245,-1005.53279417188
-0.452,-3859.93850104318,-2793.880686635,-1005.1630371218
-0.451,-3860.42335264405,-2793.79887803655,-1004.79146919386
-0.45,-3860.90895375715,-2793.71622646518,-1004.41807768147
-0.449,-3861.39530681943,-2793.63272394653,-1004.0428497683
-0.448,-3861.88241426305,-2793.54836241254,-1003.66577252714
-0.447,-3862.370278515,-2793.46313370014,-1003.28683291882
-0.446,-3862.85890199673,-2793.37702954994,-1002.90601779111
-0.445,-3863.34828712373,-2793.29004160489,-1002.52331387756
-0.444,-3863.83843630512,-2793.20216140891,-1002.13870779639
-0.443,-3864.3293519432,-2793.11338040554,-1001.75218604934
-0.442,-3864.82103643308,-2793.02368993652,-1001.36373502049
-0.441,-3865.31349216216,-2792.93308124036,-1000.97334097509
-0.44,-3865.80672150973,-2792.84154545091,-1000.5809900584
-0.439,-3866.30072684645,-2792.74907359587,-1000.18666829444
-0.438,-3866.79551053392,-2792.65565659531,-999.790361584817
-0.437,-3867.29107492415,-2792.56128526016,-999.392055707496
-0.436,-3867.78742235908,-2792.46595029064,-998.991736315536
-0.435,-3868.28455517005,-2792.36964227472,-998.589388935854
-0.434,-3868.78247567725,-2792.27235168651,-998.184998967957
-0.433,-3869.2811861892,-2792.17406888465,-997.778551682661
-0.432,-3869.78068900221,-2792.07478411067,-997.370032220792
-0.431,-3870.28098639975,-2791.97448748729,-996.959425591887
-0.43,-3870.78208065192,-2791.87316901677,-996.546716672862
-0.429,-3871.28397401482,-2791.77081857914,-996.13189020668
-0.428,-3871.78666872994,-2791.66742593045,-995.714930801004
-0.427,-3872.29016702351,-2791.56298070101,-995.295822926822
-0.426,-3872.79447110589,-2791.45747239356,-994.874550917075
-0.425,-3873.29958317089,-2791.35089038142,-994.451098965255
-0.424,-3873.80550539508,-2791.24322390664,-994.025451124001
-0.423,-3874.3122399371,-2791.13446207806,-993.597591303668
-0.422,-3874.81978893693,-2791.0245938694,-993.167503270888
-0.421,-3875.3281545152,-2790.9136081173,-992.735170647115
-0.42,-3875.8373387724,-2790.80149351928,-992.30057690715
-0.419,-3876.34734378813,-2790.68823863173,-991.863705377652
-0.418,-3876.8581716203,-2790.57383186786,-991.424539235638
-0.417,-3877.36982430434,-2790.45826149554,-990.983061506959
-0.416,-3877.88230385236,-2790.34151563522,-990.539255064762
-0.415,-3878.3956122523,-2790.22358225773,-990.09310262794
-0.414,-3878.90975146708,-2790.10444918205,-989.644586759561
-0.413,-3879.42472343369,-2789.9841040731,-989.193689865276
-0.412,-3879.94053006229,-2789.86253443941,-988.740394191723
-0.411,-3880.45717323527,-2789.73972763083,-988.284681824899
-0.41,-3880.97465480629,-2789.61567083614,-987.82653468852
-0.409,-3881.49297659932,-2789.49035108067,-987.365934542373
-0.408,-3882.01214040761,-2789.36375522381,-986.902862980632
-0.407,-3882.53214799267,-2789.23586995657,-986.43730143017
-0.406,-3883.05300108323,-2789.106681799,-985.969231148849
-0.405,-3883.57470137411,-2788.97617709767,-985.498633223789
-0.404,-3884.0972505252,-2788.84434202299,-985.025488569622
-0.403,-3884.62065016024,-2788.71116256661,-984.549777926726
-0.402,-3885.14490186569,-2788.57662453863,-984.071481859439
-0.401,-3885.67000718957,-2788.44071356493,-983.590580754253
-0.4,-3886.19596764018,-2788.3034150843,-983.107054817996
-0.399,-3886.72278468491,-2788.16471434559,-982.620884075983
-0.398,-3887.25045974891,-2788.02459640486,-982.132048370159
-0.397,-3887.77899421382,-2787.88304612236,-981.64052735721
-0.396,-3888.3083894164,-2787.74004815956,-981.146300506668
-0.395,-3888.83864664714,-2787.59558697607,-980.649347098982
-0.394,-3889.3697671489,-2787.44964682657,-980.149646223578
-0.393,-3889.90175211541,-2787.30221175756,-979.647176776894
-0.392,-3890.43460268984,-2787.15326560423,-979.141917460396
-0.391,-3890.96831996323,-2787.00279198712,-978.633846778572
-0.39,-3891.50290497297,-2786.85077430879,-978.122943036907
-0.389,-3892.03835870121,-2786.69719575043,-977.60918433983
-0.388,-3892.57468207322,-2786.54203926841,-977.092548588647
-0.387,-3893.11187595569,-2786.38528759073,-976.573013479451
-0.386,-3893.64994115508,-2786.22692321348,-976.050556501006
-0.385,-3894.18887841582,-2786.06692839715,-975.52515493261
-0.384,-3894.72868841852,-2785.90528516295,-974.996785841937
-0.383,-3895.26937177812,-2785.74197528898,-974.465426082859
-0.382,-3895.81092904205,-2785.57698030647,-973.931052293237
-0.381,-3896.35336068821,-2785.41028149577,-973.393640892698
-0.38,-3896.8966671231,-2785.24185988241,-972.853168080383
-0.379,-3897.44084867969,-2785.07169623305,-972.309609832673
-0.378,-3897.9859056154,-2784.89977105132,-971.762941900893
-0.377,-3898.53183810994,-2784.7260645736,-971.213139808989
-0.376,-3899.07864626315,-2784.55055676478,-970.660178851184
-0.375,-3899.62633009275,-2784.37322731385,-970.104034089609
-0.374,-3900.17488953204,-2784.19405562947,-969.544680351906
-0.373,-3900.72432442758,-2784.01302083546,-968.982092228813
-0.372,-3901.27463453673,-2783.83010176617,-968.416244071718
-0.371,-3901.82581952526,-2783.64527696181,-967.847109990191
-0.37,-3902.37787896474,-2783.45852466362,-967.274663849491
-0.369,-3902.93081233004,-2783.26982280906,-966.698879268043
-0.368,-3903.48461899658,-2783.07914902681,-966.119729614898
-0.367,-3904.03929823769,-2782.88648063174,-965.537188007159
-0.366,-3904.59484922177,-2782.69179461974,-964.951227307383
-0.365,-3905.15127100948,-2782.4950676625,-964.361820120961
-0.364,-3905.70856255077,-2782.29627610217,-963.768938793463
-0.363,-3906.26672268192,-2782.09539594589,-963.172555407967
-0.362,-3906.82575012241,-2781.8924028603,-962.572641782351
-0.361,-3907.38564347186,-2781.68727216582,-961.969169466567
-0.36,-3907.9464012067,-2781.47997883096,-961.362109739877
-0.359,-3908.50802167694,-2781.27049746644,-960.751433608075
-0.358,-3909.07050310272,-2781.05880231921,-960.137111800668
-0.357,-3909.63384357088,-2780.84486726634,-959.519114768037
-0.356,-3910.19804103137,-2780.62866580886,-958.897412678572
-0.355,-3910.76309329361,-2780.41017106543,-958.27197541577
-0.354,-3911.32899802273,-2780.18935576586,-957.642772575311
-0.353,-3911.89575273576,-2779.96619224459,-957.009773462107
-0.352,-3912.46335479767,-2779.74065243397,-956.372947087317
-0.351,-3913.03180141735,-2779.51270785747,-955.732262165333
-0.35,-3913.60108964348,-2779.28232962268,-955.087687110745
-0.349,-3914.17121636027,-2779.04948841426,-954.439190035269
-0.348,-3914.74217828316,-2778.81415448674,-953.786738744645
-0.347,-3915.31397195431,-2778.57629765708,-953.130300735511
-0.346,-3915.88659373809,-2778.33588729724,-952.469843192248
-0.345,-3916.46003981635,-2778.09289232648,-951.805332983782
-0.344,-3917.03430618366,-2777.84728120359,-951.136736660377
-0.343,-3917.60938864237,-2777.59902191891,-950.464020450378
-0.342,-3918.18528279754,-2777.34808198622,-949.787150256938
-0.341,-3918.76198405183,-2777.0944284345,-949.106091654706
-0.34,-3919.33948760014,-2776.83802779945,-948.420809886488
-0.339,-3919.91778842417,-2776.57884611495,-947.731269859878
-0.338,-3920.49688128689,-2776.31684890423,-947.037436143855
-0.337,-3921.07676072678,-2776.05200117095,-946.339272965354
-0.336,-3921.65742105194,-2775.7842673901,-945.6367442058
-0.335,-3922.23885633415,-2775.51361149866,-944.929813397619
-0.334,-3922.82106040264,-2775.23999688615,-944.218443720707
-0.333,-3923.40402683776,-2774.96338638493,-943.50259799888
-0.332,-3923.98774896453,-2774.68374226032,-942.782238696281
-0.331,-3924.57221984594,-2774.40102620054,-942.057327913767
-0.33,-3925.15743227615,-2774.11519930645,-941.327827385254
-0.329,-3925.74337877349,-2773.82622208105,-940.59369847404
-0.328,-3926.33005157324,-2773.5340544188,-939.854902169089
-0.327,-3926.91744262029,-2773.23865559472,-939.111399081286
-0.326,-3927.50554356158,-2772.93998425322,-938.363149439664
-0.325,-3928.09434573832,-2772.6379983968,-937.610113087595
-0.324,-3928.68384017807,-2772.33265537442,-936.852249478952
-0.323,-3929.27401758653,-2772.02391186971,-936.089517674237
-0.322,-3929.86486833921,-2771.71172388886,-935.321876336679
-0.321,-3930.4563824728,-2771.39604674836,-934.549283728306
-0.32,-3931.04854967637,-2771.07683506238,-933.771697705972
-0.319,-3931.64135928232,-2770.75404272998,-932.989075717368
-0.318,-3932.23480025709,-2770.42762292201,-932.201374796992
-0.317,-3932.82886119164,-2770.09752806776,-931.408551562093
-0.316,-3933.42353029166,-2769.76370984127,-930.610562208578
-0.315,-3934.01879536755,-2769.4261191475,-929.807362506897
-0.314,-3934.61464382412,-2769.08470610802,-928.998907797888
-0.313,-3935.21106265,-2768.73942004657,-928.1851529886
-0.312,-3935.80803840681,-2768.39020947422,-927.366052548077
-0.311,-3936.40555721804,-2768.03702207426,-926.541560503121
-0.31,-3937.00360475757,-2767.67980468673,-925.711630434016
-0.309,-3937.60216623801,-2767.31850329272,-924.87621547023
-0.308,-3938.20122639856,-2766.95306299819,-924.035268286081
-0.307,-3938.80076949275,-2766.5834280176,-923.188741096381
-0.306,-3939.40077927567,-2766.20954165708,-922.336585652043
-0.305,-3940.00123899097,-2765.83134629731,-921.478753235667
-0.304,-3940.60213135746,-2765.44878337603,-920.615194657091
-0.303,-3941.20343855541,-2765.0617933701,-919.745860248918
-0.302,-3941.8051422124,-2764.67031577732,-918.870699862019
-0.301,-3942.40722338883,-2764.27428909771,-917.989662860998
-0.3,-3943.00966256311,-2763.87365081447,-917.102698119643
-0.299,-3943.6124396163,-2763.46833737456,-916.209754016341
-0.298,-3944.21553381646,-2763.05828416876,-915.310778429474
-0.297,-3944.81892380257,-2762.6434255114,-914.405718732785
-0.296,-3945.42258756789,-2762.2236946196,-913.494521790723
-0.295,-3946.02650244307,-2761.79902359204,-912.577133953762
-0.294,-3946.6306450786,-2761.36934338734,-911.653501053696
-0.293,-3947.23499142693,-2760.93458380192,-910.723568398915
-0.292,-3947.83951672401,-2760.49467344737,-909.787280769653
-0.291,-3948.44419547038,-2760.04953972732,-908.84458241322
-0.29,-3949.04900141172,-2759.59910881389,-907.89541703921
-0.289,-3949.65390751887,-2759.14330562349,-906.93972781469
-0.288,-3950.2588859673,-2758.68205379218,-905.977457359372
-0.287,-3950.863908116,-2758.21527565048,-905.008547740764
-0.286,-3951.46894448584,-2757.74289219757,-904.032940469305
-0.285,-3952.07396473726,-2757.26482307497,-903.050576493482
-0.284,-3952.67893764738,-2756.78098653962,-902.061396194938
-0.283,-3953.28383108652,-2756.29129943635,-901.065339383554
-0.282,-3953.88861199397,-2755.79567716979,-900.062345292531
-0.281,-3954.49324635315,-2755.29403367556,-899.052352573449
-0.28,-3955.09769916607,-2754.78628139088,-898.035299291323
-0.279,-3955.7019344271,-2754.27233122453,-897.011122919644
-0.278,-3956.30591509591,-2753.7520925261,-895.979760335412
-0.277,-3956.90960306977,-2753.22547305458,-894.94114781417
-0.276,-3957.51295915504,-2752.69237894619,-893.895221025015
-0.275,-3958.11594303775,-2752.15271468155,-892.841915025626
-0.274,-3958.71851325355,-2751.60638305207,-891.781164257269
-0.273,-3959.32062715659,-2751.05328512557,-890.712902539818
-0.272,-3959.92224088772,-2750.49332021117,-889.637063066764
-0.271,-3960.52330934164,-2749.92638582327,-888.553578400231
-0.27,-3961.12378613319,-2749.35237764489,-887.462380465996
-0.269,-3961.72362356265,-2748.77118948995,-886.363400548512
-0.268,-3962.32277258009,-2748.1827132649,-885.256569285942
-0.267,-3962.92118274864,-2747.5868389293,-884.141816665198
-0.266,-3963.51880220677,-2746.98345445562,-883.019072016997
-0.265,-3964.11557762941,-2746.37244578801,-881.888264010923
-0.264,-3964.71145418807,-2745.7536968002,-880.749320650509
-0.263,-3965.30637550967,-2745.12708925241,-879.602169268339
-0.262,-3965.9002836343,-2744.4925027472,-878.446736521164
-0.261,-3966.49311897167,-2743.84981468439,-877.282948385044
-0.26,-3967.08482025637,-2743.19890021488,-876.110730150517
-0.259,-3967.67532450177,-2742.53963219336,-874.930006417788
-0.258,-3968.26456695263,-2741.87188113003,-873.740701091958
-0.257,-3968.85248103627,-2741.19551514106,-872.542737378276
-0.256,-3969.43899831236,-2740.51039989798,-871.336037777432
-0.255,-3970.02404842121,-2739.81639857587,-870.120524080893
-0.254,-3970.60755903059,-2739.11337180026,-868.896117366266
-0.253,-3971.18945578091,-2738.40117759292,-867.662737992719
-0.252,-3971.76966222883,-2737.67967131622,-866.42030559645
-0.251,-3972.34809978923,-2736.9487056163,-865.168739086191
-0.25,-3972.9246876754,-2736.2081303648,-863.907956638789
-0.249,-3973.4993428375,-2735.45779259932,-862.637875694827
-0.248,-3974.07197989917,-2734.6975364623,-861.358412954314
-0.247,-3974.64251109228,-2733.92720313866,-860.069484372441
-0.246,-3975.21084618968,-2733.14663079175,-858.771005155406
-0.245,-3975.77689243603,-2732.35565449795,-857.462889756305
-0.244,-3976.34055447642,-2731.55410617956,-856.145051871112
-0.243,-3976.901734283,-2730.74181453619,-854.817404434728
-0.242,-3977.46033107927,-2729.91860497444,-853.479859617127
-0.241,-3978.0162412622,-2729.08429953595,-852.132328819584
-0.24,-3978.56935832188,-2728.23871682369,-850.774722671002
-0.239,-3979.11957275885,-2727.38167192645,-849.406951024332
-0.238,-3979.66677199883,-2726.51297634158,-848.028922953109
-0.237,-3980.21084030491,-2725.63243789578,-846.640546748084
-0.236,-3980.75165868707,-2724.73986066408,-845.241729913981
-0.235,-3981.28910480888,-2723.83504488676,-843.832379166365
-0.234,-3981.82305289139,-2722.91778688431,-842.412400428641
-0.233,-3982.35337361408,-2721.98787897033,-840.98169882918
-0.232,-3982.87993401273,-2721.04510936229,-839.540178698584
-0.231,-3983.40259737419,-2720.08926209013,-838.087743567091
-0.23,-3983.92122312783,-2719.12011690264,-836.624296162128
-0.229,-3984.4356667337,-2718.13744917159,-835.149738406019
-0.228,-3984.94577956725,-2717.14102979343,-833.663971413852
-0.227,-3985.45140880033,-2716.13062508867,-832.166895491518
-0.226,-3985.95239727866,-2715.10599669878,-830.658410133916
-0.225,-3986.44858339534,-2714.06690148055,-829.138414023345
-0.224,-3986.93980096053,-2713.01309139789,-827.60680502808
-0.223,-3987.42587906689,-2711.94431341093,-826.063480201142
-0.222,-3987.906641951,-2710.86030936245,-824.508335779278
-0.221,-3988.38190885021,-2709.76081586147,-822.941267182135
-0.22,-3988.85149385516,-2708.64556416402,-821.362169011669
-0.219,-3989.31520575753,-2707.51428005096,-819.770935051766
-0.218,-3989.772847893,-2706.36668370277,-818.167458268101
-0.217,-3990.22421797927,-2705.20248957128,-816.551630808243
-0.216,-3990.66910794887,-2704.02140624824,-814.923344001998
-0.215,-3991.10730377672,-2702.8231363306,-813.282488362024
-0.214,-3991.53858530211,-2701.60737628255,-811.628953584706
-0.213,-3991.96272604505,-2700.37381629405,-809.962628551308
-0.212,-3992.37949301673,-2699.12214013594,-808.283401329411
-0.211,-3992.78864652385,-2697.85202501143,-806.591159174651
-0.21,-3993.18993996675,-2696.56314140394,-804.885788532751
-0.209,-3993.58311963092,-2695.25515292116,-803.167175041883
-0.208,-3993.96792447188,-2693.92771613525,-801.435203535335
-0.207,-3994.34408589308,-2692.58048041909,-799.689758044537
-0.206,-3994.71132751652,-2691.21308777847,-797.930721802407
-0.205,-3995.06936494607,-2689.82517268018,-796.157977247074
-0.204,-3995.41790552293,-2688.41636187574,-794.371406025956
-0.203,-3995.75664807326,-2686.98627422087,-792.570889000222
-0.202,-3996.08528264751,-2685.53452049045,-790.756306249635
-0.201,-3996.40349025116,-2684.0607031889,-788.92753707781
-0.2,-3996.71094256677,-2682.56441635589,-787.084460017871
-0.199,-3997.00730166678,-2681.04524536722,-785.226952838536
-0.198,-3997.29221971698,-2679.50276673085,-783.354892550646
-0.197,-3997.56533867005,-2677.93654787782,-781.468155414135
-0.196,-3997.82628994917,-2676.34614694805,-779.566616945461
-0.195,-3998.07469412105,-2674.73111257087,-777.650151925517
-0.194,-3998.31016055812,-2673.09098364015,-775.718634408025
-0.193,-3998.53228708961,-2671.42528908385,-773.771937728433
-0.192,-3998.74065964094,-2669.73354762803,-771.809934513322
-0.191,-3998.93485186118,-2668.01526755492,-769.832496690342
-0.19,-3999.11442473798,-2666.2699464552,-767.839495498691
-0.189,-3999.27892619981,-2664.49707097413,-765.830801500149
-0.188,-3999.42789070473,-2662.69611655156,-763.806284590672
-0.187,-3999.56083881547,-2660.86654715555,-761.765814012584
-0.186,-3999.67727676029,-2659.00781500953,-759.709258367356
-0.185,-3999.77669597898,-2657.11936031287,-757.636485628999
-0.184,-3999.85857265369,-2655.20061095465,-755.547363158087
-0.183,-3999.92236722392,-2653.25098222053,-753.441757716422
-0.182,-3999.96752388511,-2651.2698764926,-751.319535482351
-0.181,-3999.99347007037,-2649.25668294193,-749.180562066765
-0.18,-3999.99961591462,-2647.2107772139,-747.024702529775
-0.179,-3999.98535370065,-2645.13152110589,-744.851821398101
-0.178,-3999.95005728632,-2643.01826223739,-742.661782683172
-0.177,-3999.89308151241,-2640.87033371225,-740.454449899967
-0.176,-3999.8137615903,-2638.68705377301,-738.229686086606
-0.175,-3999.71141246884,-2636.46772544704,-735.9873538247
-0.174,-3999.5853281797,-2634.21163618447,-733.727315260498
-0.173,-3999.43478116039,-2631.91805748762,-731.449432126818
-0.172,-3999.25902155417,-2629.58624453193,-729.1535657658
-0.171,-3999.05727648619,-2627.21543577806,-726.839577152493
-0.17,-3998.82874931474,-2624.80485257517,-724.507326919284
-0.169,-3998.5726188571,-2622.3536987551,-722.156675381191
-0.168,-3998.28803858877,-2619.86116021743,-719.78748256204
-0.167,-3997.97413581546,-2617.32640450515,-717.399608221532
-0.166,-3997.6300108166,-2614.74858037087,-714.992911883229
-0.165,-3997.25473595966,-2612.12681733339,-712.567252863462
-0.164,-3996.84735478411,-2609.46022522459,-710.122490301188
-0.163,-3996.40688105396,-2606.74789372635,-707.658483188803
-0.162,-3995.93229777797,-2603.98889189747,-705.175090403937
-0.161,-3995.42255619619,-2601.18226769053,-702.672170742233
-0.16,-3994.87657473192,-2598.3270474584,-700.149582951142
-0.159,-3994.29323790772,-2595.42223545051,-697.607185764734
-0.158,-3993.67139522434,-2592.46681329854,-695.04483793955
-0.157,-3993.00986000139,-2589.45973949168,-692.462398291502
-0.156,-3992.30740817827,-2586.3999488412,-689.859725733851
-0.155,-3991.56277707424,-2583.28635193438,-687.236679316257
-0.154,-3990.77466410617,-2580.11783457765,-684.593118264923
-0.153,-3989.94172546251,-2576.89325722896,-681.928902023862
-0.152,-3989.06257473221,-2573.61145441933,-679.243890297272
-0.151,-3988.13578148694,-2570.27123416356,-676.53794309305
-0.15,-3987.1598698152,-2566.87137736013,-673.810920767466
-0.149,-3986.13331680675,-2563.4106371803,-671.062684070978
-0.148,-3985.05455098572,-2559.8877384464,-668.293094195233
-0.147,-3983.92195069085,-2556.30137699947,-665.502012821245
-0.146,-3982.73384240109,-2552.65021905632,-662.689302168768
-0.145,-3981.48849900498,-2548.93290055598,-659.854825046866
-0.144,-3980.18413801198,-2545.14802649598,-656.998444905703
-0.143,-3978.81891970398,-2541.29417025827,-654.120025889544
-0.142,-3977.39094522526,-2537.36987292529,-651.219432890993
-0.141,-3975.89825460898,-2533.37364258627,-648.296531606457
-0.14,-3974.33882473834,-2529.30395363407,-645.351188592857
-0.139,-3972.71056724058,-2525.15924605287,-642.383271325576
-0.138,-3971.01132631181,-2520.9379246971,-639.392648257668
-0.137,-3969.23887647082,-2516.63835856196,-636.379188880312
-0.136,-3967.39092023984,-2512.25888004608,-633.342763784523
-0.135,-3965.46508575027,-2507.79778420664,-630.283244724118
-0.134,-3963.45892427146,-2503.25332800776,-627.200504679946
-0.133,-3961.3699076605,-2498.62372956254,-624.094417925363
-0.132,-3959.19542573106,-2493.90716736961,-620.964860092967
-0.131,-3956.93278353919,-2489.10177954482,-617.811708242583
-0.13,-3954.57919858434,-2484.20566304892,-614.634840930488
-0.129,-3952.13179792342,-2479.21687291222,-611.434138279879
-0.128,-3949.58761519604,-2474.133421457,-608.209482052575
-0.127,-3946.9435875592,-2468.95327751896,-604.960755721933
-0.126,-3944.19655252941,-2463.67436566866,-601.687844546982
-0.125,-3941.34324473054,-2458.29456543433,-598.39063564776
-0.124,-3938.38029254578,-2452.81171052732,-595.069018081825
-0.123,-3935.30421467199,-2447.22358807163,-591.722882921954
-0.122,-3932.11141657507,-2441.52793783918,-588.352123334977
-0.121,-3928.79818684483,-2435.72245149229,-584.956634661767
-0.12,-3925.36069344824,-2429.80477183545,-581.536314498322
-0.119,-3921.79497987992,-2423.77249207802,-578.091062777962
